NOME
Adela
Aleni
Alene
Alenixedda
Alèssia
Altea
Antona
Antonedda
Assunta
Aurora
Alinora
Andreana
Andriana
Annagràssia
Annarosa
Annedda
Annica
Annichedda
Antrioca
Ànzela
Anzelina
Anzeledda
Arrichetta
Arvara
Arvaredda
Asila
Austina
Adelàsia
Arèga
Bainja
Baìngia
Bainza
Bàrbara
Batora
Boboredda
Bonàera
Bonàira
Bustiana
Beneita
Betedda
Bibina
Bibiana
Bardila
Bonacatu
Catalina
Caderinanna
Chìriga
Chirighedda
Callina
Càrula
Carlita
Carlitedda
Chianna
Chicchedda
Ciccia
Colomba
Colosa
Colosedda
Cràmina
Craminedda
Crara
Craredda
Chiaretta
Cuanna
Cuannedda
Carmillina
Cristiana
Dai
Daddai
Drafia
Domìniga
Dumìniga
Doloreta
Dorotea
Elianora
Efìsia
Elene
Elenedda
Elisa
Emerenziana
Evilde
Ferònica
Fella
Fidela
Fiderica
Filumena
Forica
Furica
Farora
Frantzisca
Frantzischina
Frantzischedda
Gesuina
Giacobba
Zacobba
Gilla
Giosepa
Zosepa
Giuanna
Juanna
Juvanna
Gonària
Gorme
Gràssia
Gratzia
Grassiedda
Gratziedda
Grassieta
Grassianna
Gratziana
Helène
Iliana
Ìnes
Innai
Innàssia
Istevània
Itria
Itriedda
Inisedda
Juanna
Juvanna
Juannedda
Giuanna
Jana
Lenarda
Lenardedda
Nenalda
Lia
Lianora
Elianora
Lillia
Lilliedda
Lukesa
Lughia
Luxia
Lisabeta
Lina
Linedda
Lissurza
Lissùrgia
Lisandra
Lisandrina
Luisa
Luigia
Lughe
Luxi
Luchia
Lucia
Minnia
Minniedda
Mallena
Madalena
Manuella
Manzela
Marcusa
Margaida
Margarida
Maria
Mariedda
Mariazosepa
Marianna
Mariànzela
Mariàngela
Maristella
Maritria
Màura
Mena
Mialànghela
Michella
Mighela 
Miala
Mimia
Mimina
Nostasia
Nanghela
Nania
Nannai
Nartzisa
Nata
Nenna
Nennedda
Nibata
Nica
Niculina
Nina
Ninedda
Nita
Nora
Padulesa
Pascalina
Pepa
Pepedda
Pina
Pinedda
Pinutza
Pidrutza
Pasca
Paschedda
Palonia
Pàula
Pauledda
Paolica
Patonia
Patoniedda
Pipina
Poella
Prama
Pressedia
Rimunda
Remunda
Remundedda
Rimedia
Rita
Ritedda
Rosa
Rosedda
Rosària
Rosina
Ruchitta
Sabina
Salvatoricca
Sinispella
Sufia
Susanna
Tanièla
Tanièba
Tatana
Tatanedda
Tanna
Tannedda
Teresa
Taresa
Teresina
Teta
Tiadora
Tilipa
Timbora
Timboreta
Timburquata
Tina
Titina
Tocode
Tocoele
Toia
Toiedda
Toianna
Tomeanu
Totona
Totonedda
Totorina
Tutedda
Tzelestina
Vitòria
Vitorica
Vitorina
Vissenta
Vissentedda
Vinda
Zema
Zesuina
Zesussa
Zicanna
Zichedda
Zina
Ziromina
Zirommina
Zisa
Zitzia
Zizia
Zizillina
Zosepa
Zosepedda
Peppa
Zacobba
